source_meta_user_id,source_timestamp,no_of_events,source_data_network_public_ip,source_data_ssid,public_ip_user_count,source_data_device_model,source_data_device_name,device_model_user_count,device_name_user_count
497249,2020-07-11T20:43:24.933000,24,14.241.123.78,empty,1446,"iPhone8,1",TeG6uQ==,115085,42
7487863,2021-10-20T16:24:10.985000,1,14.241.123.78,empty,1446,SM-N935F,gracerlte,3794,3783
59416,2020-09-13T17:35:56.335000,18,14.241.123.78,empty,1446,"iPhone9,4",VGh1w70gVGh1w70=,175338,28
1346953,2020-06-07T10:50:20.529000,45,14.241.123.78,empty,1446,"iPhone11,2",Vml2aQ==,53515,84
1619370,2020-06-18T15:47:46.139000,28,14.241.123.78,empty,1446,"iPhone9,2",QWRtaW7igJlzIGlQaG9uZQ==,129245,4993
3101102,2021-02-03T16:30:55.076000,3,14.241.123.78,.SCAN & GO.,1446,"iPhone10,2",aVBob25lIGPhu6dhIFZpbmggxJHEg25n,69558,1
6120132,2021-05-17T11:20:59.331000,12,14.241.123.78,.VM T??i Ngon Th??ng H?ng,1446,SM-N960U1,crownqlteue,1970,1970
9760676,2020-06-14T19:18:26.286000,1,14.241.123.78,.SCAN & GO.,1446,SM-J700H,j7e3g,2350,2348
453580,2020-07-01T12:16:55.224000,27,14.241.123.78,.SCAN & GO.,1446,CPH1825,CPH1825,26694,26694
8015279,2020-10-03T20:44:27.842000,1,14.241.123.78,empty,1446,"iPhone12,1",UGFrIGxlIHBoYW4=,106853,1
328191,2021-02-24T20:59:51.504000,9,14.241.123.78,empty,1446,"iPhone8,2",aVBob25lICgyKQ==,146970,33980
722040,2020-07-07T20:28:42.382000,151,14.241.123.78,empty,1446,SM-J730G,j7y17lte,36075,36406
4840669,2020-07-24T17:15:45.858000,39,14.241.123.78,empty,1446,SM-J730G,j7y17lte,36075,36406
6144783,2021-04-26T15:47:04.448000,2,14.241.123.78,empty,1446,"iPhone9,3",aVBob25l,57940,673847
6287737,2021-01-15T16:46:21.480000,1,14.241.123.78,empty,1446,"iPhone8,1",aVBob25l,115085,673847
222559,2020-07-01T21:42:33.494000,47,14.241.123.78,empty,1446,"iPhone8,1",aVBob25l,115085,673847
6014505,2021-01-08T20:42:19.117000,2,14.241.123.78,empty,1446,"iPhone12,3",aVBob25l,29181,673847
10355320,2020-10-10T19:41:07.562000,2,14.241.123.78,empty,1446,"iPhone7,2",aVBob25l,88721,673847
7027655,2021-04-05T16:02:26.555000,28,14.241.123.78,empty,1446,"iPhone10,5",aVBob25l,97526,673847
1010539,2020-07-06T08:13:47.524000,27,14.241.123.78,empty,1446,"iPhone8,2",aVBob25l,146970,673847
71202,2020-11-13T19:50:08.625000,5,14.241.123.78,empty,1446,"iPhone10,3",aVBob25l,76761,673847
1624502,2020-11-28T20:16:12.873000,1,14.161.41.62,empty,1422,"iPhone9,4",aVBob25lIGPhu6dhIEJpbmg=,175338,228
7887751,2020-06-13T13:20:02.080000,74,14.161.41.62,.SCAN & GO.,1422,ASUS_I001DA,ASUS_I001_1,469,836
10819275,2021-02-20T17:07:07.982000,63,14.161.41.62,.SCAN & GO.,1422,RMX1919,RMX1919,2767,2767
1599557,2020-06-20T07:11:08.876000,4,14.161.41.62,empty,1422,"iPhone10,6",TXkgSGFuaA==,104574,50
1714833,2020-10-18T18:08:49.322000,1,14.161.41.62,.SCAN & GO.,1422,"iPhone7,1",VGhlR2lvaUFsb+KAmXMgaVBob25l,63673,5
862362,2021-05-15T20:35:11.330000,3,14.161.41.62,.SCAN & GO.,1422,"iPhone11,8",VGh1aGE=,41811,16
726896,2020-10-17T13:10:00.455000,19,14.161.41.62,.SCAN & GO.,1422,SM-J610F,j6primelte,11205,11256
867275,2020-06-16T17:36:59.333000,135,14.161.41.62,empty,1422,SM-J610F,j6primelte,11205,11256
1687173,2021-07-25T13:56:40.517000,62,14.161.41.62,empty,1422,Nokia 2.3,IRM_sprout,577,577
133657,2020-07-03T21:47:25.319000,14,14.161.41.62,.SCAN & GO.,1422,SM-J600G,j6lte,9559,9584
171341,2020-10-06T19:23:40.219000,40,14.161.41.62,empty,1422,"iPhone8,2",VGFp,146970,24
991855,2021-01-14T16:35:55.991000,9,14.161.41.62,empty,1422,"iPhone11,2",Tm5oLlnhur9uIMSQdeG7uQ==,53515,1
549272,2020-09-22T18:33:58.657000,5,14.161.41.62,empty,1422,"iPhone9,4",SMOgbyBQaGFu,175338,2
10328114,2020-10-04T18:35:06.640000,5,14.161.41.62,empty,1422,SM-A605G,a6plte,7735,7769
1600194,2020-08-02T17:27:13.118000,17,14.161.41.62,.SCAN & GO.,1422,Redmi Note 7,lavender,18603,18607
4010440,2020-09-18T19:16:52.379000,3,14.161.41.62,.SCAN & GO.,1422,CPH1723,CPH1723,11549,11543
1650425,2021-01-10T12:24:24.444000,16,14.161.41.62,.SCAN & GO.,1422,CPH1723,CPH1723,11549,11543
1367137,2020-06-25T15:06:23.215000,14,14.161.41.62,empty,1422,"iPhone8,2",Q+G7p2EgVGjDuWkgbmhhIG3hu41pIG5nxrDhu51p,146970,1
3660565,2020-07-08T17:14:44.589000,12,14.161.41.62,.SCAN & GO.,1422,vivo 1724,1724,373,371
5665891,2020-09-20T11:09:49.228000,18,14.161.41.62,.SCAN & GO.,1422,A37f,A37f,2270,6014
174685,2020-09-26T20:58:03.422000,10,14.161.41.62,empty,1422,"iPhone10,3",aVBob25lIHg=,76761,434
10703385,2021-01-16T19:30:15.461000,5,14.161.41.62,.SCAN & GO.,1422,"iPhone11,6",SXBob25lIDEycHJvbWF4IGPhu6dhIGjGsMahbmcgbmjDqS5Paw==,225932,1
2164241,2020-07-09T08:51:46.963000,46,14.161.41.62,.SCAN & GO.,1422,"iPhone10,6",TmjDoCBH4buZIExpbfCfmI0=,104574,1
6756228,2020-08-23T18:09:10.329000,45,14.161.41.62,.SCAN & GO.,1422,CPH1933,OP4B79L1,4310,10098
2098693,2020-07-22T17:35:14.266000,52,14.161.41.62,.SCAN & GO.,1422,CPH1819,CPH1819,14002,14002
10156117,2020-09-01T11:24:41.318000,38,14.161.41.62,empty,1422,"iPhone12,5",aVBob25lIGPhu6dhIFR1aQ==,141807,28
86585,2021-05-02T19:55:29.753000,8,14.161.41.62,.SCAN & GO.,1422,"iPhone7,1",UG9uZXBwcHA=,63673,1
10816055,2021-02-20T11:39:59.720000,72,14.161.41.62,.SCAN & GO.,1422,SM-J510FN,j5xnlte,2502,2528
1471387,2020-10-11T12:53:00.373000,3,14.161.41.62,.SCAN & GO.,1422,"iPhone9,3",aVBob25l,57940,673847
433269,2021-06-07T17:00:24.062000,26,14.161.41.62,empty,1422,"iPhone9,1",aVBob25l,41933,673847
11618097,2021-10-07T18:04:26.661000,1,14.161.41.62,empty,1422,"iPhone10,2",aVBob25l,69558,673847
186564,2020-09-28T19:27:32.464000,11,14.161.41.62,empty,1422,"iPhone8,1",aVBob25l,115085,673847
406545,2020-12-27T10:19:53.633000,1,14.161.41.62,.SCAN & GO.,1422,"iPhone8,1",aVBob25l,115085,673847
8453060,2020-09-13T10:46:13.202000,12,14.161.41.62,empty,1422,"iPhone11,8",aVBob25l,41811,673847
733274,2020-11-08T18:00:38.547000,3,14.161.41.62,empty,1422,"iPhone7,2",aVBob25l,88721,673847
1272899,2020-07-12T15:50:27.279000,9,14.161.41.62,empty,1422,"iPhone8,2",aVBob25l,146970,673847
1551347,2020-09-29T11:54:10.219000,1,14.161.41.62,empty,1422,"iPhone10,3",aVBob25l,76761,673847
5920037,2020-09-05T08:50:42.517000,1,222.252.20.116,.SCAN & GO.,1383,SM-A910F,a9xproltesea,2772,2720
3485136,2020-07-15T14:23:11.062000,51,222.252.20.116,empty,1383,"iPhone11,6",Q2hpbSBDw6FuaCBD4buldA==,225932,4
11497648,2021-08-28T20:38:11.451000,7,222.252.20.116,empty,1383,"iPhone9,1",TGlu8J+Nvw==,41933,1
1238010,2020-06-27T14:58:46.700000,23,222.252.20.116,.SCAN & GO.,1383,CPH1609,CPH1609,7505,7505
1180391,2020-06-01T18:12:58.751000,20,222.252.20.116,empty,1383,Redmi Note 8,ginkgo,14636,14637
363276,2020-09-21T20:55:13.101000,37,222.252.20.116,.SCAN & GO.,1383,"iPhone10,5",QsO5aSBOZ8Oibg==,97526,3
4553874,2021-01-05T17:08:50.941000,3,222.252.20.116,.SCAN & GO.,1383,"iPhone7,2",UGliIPCfjJo=,88721,1
9773752,2020-06-17T19:29:31.169000,1,222.252.20.116,.SCAN & GO.,1383,CPH1912,CPH1912,10973,10973
797775,2020-06-17T18:42:16.028000,3,222.252.20.116,empty,1383,"iPhone8,2",QUNDIDcgSFRNIEJBU0lD,146970,5
11252348,2021-07-12T17:46:03.468000,8,222.252.20.116,.VM T??i Ngon Th??ng H?ng,1383,SM-N920S,noblelteskt,539,541
9802660,2020-09-11T20:56:18.339000,10,222.252.20.116,empty,1383,"iPhone7,1",SXBob25lIGPhu6dhIGPDum4=,63673,3
1599585,2021-01-13T19:12:13.778000,1,222.252.20.116,.SCAN & GO.,1383,"iPhone8,2",SMOgIEFuaA==,146970,79
8635081,2020-09-13T09:02:14.829000,122,222.252.20.116,.SCAN & GO.,1383,SM-G610F,on7xelte,58008,58181
4449532,2021-06-17T19:13:34.145000,14,222.252.20.116,.VM T??i Ngon Th??ng H?ng,1383,SM-G610F,on7xelte,58008,58181
43301,2020-07-11T12:40:49.378000,32,222.252.20.116,.SCAN & GO.,1383,MI 8 Lite,platina,5441,5442
4592791,2021-02-20T17:56:02.690000,2,222.252.20.116,.SCAN & GO.,1383,"iPhone9,4",VHLhuqduIEFuaCBUdeG6pW4=,175338,6
1227781,2020-06-14T08:59:55.871000,15,222.252.20.116,empty,1383,"iPhone7,2",aVBob25l,88721,673847
340267,2021-03-18T16:00:29.440000,6,222.252.20.116,empty,1383,"iPhone10,5",aVBob25l,97526,673847
10050344,2021-04-21T16:12:23.682000,19,222.252.20.116,.SCAN & GO.,1383,"iPhone9,4",aVBob25l,175338,673847
114239,2020-06-12T17:46:13.888000,48,222.252.20.116,empty,1383,"iPhone11,6",aVBob25l,225932,673847
1203985,2020-09-14T20:39:05.512000,15,14.232.166.169,empty,1361,"iPhone9,3",VuG7i3Q=,57940,79
5554147,2021-07-01T14:16:25.492000,3,14.232.166.169,empty,1361,"iPhone10,5",V2luZG93cyAxOOKAmXMgaVBob25l,97526,9
1354033,2020-06-19T15:21:17.781000,15,14.232.166.169,empty,1361,"iPhone9,2",TcOobyBI4bqjbw==,129245,1
179850,2020-10-16T17:08:04.984000,5,14.232.166.169,empty,1361,"iPhone9,4",VGjhu48g8J+QsA==,175338,55
851403,2020-06-15T19:25:04.224000,4,14.232.166.169,.SCAN & GO.,1361,vivo 1610,1610,997,997
970208,2020-09-11T10:00:12.371000,40,14.232.166.169,empty,1361,"iPhone9,2",TWF4,129245,50
118958,2020-06-04T15:18:36.285000,60,14.232.166.169,empty,1361,"iPhone10,1",WG9haQ==,12638,11
1765457,2020-06-19T18:26:22.809000,33,14.232.166.169,.SCAN & GO.,1361,SM-G960F,starlte,5328,5276
10634838,2020-12-23T20:26:42.599000,2,14.232.166.169,.SCAN & GO.,1361,"iPhone9,4",8J+Yjk91dGhhafCfmI4=,175338,2
10909723,2021-03-30T18:13:46.154000,8,14.232.166.169,empty,1361,"iPhone8,2",VGh1IGjDoA==,146970,58
136939,2020-11-30T21:18:09.803000,18,14.232.166.169,empty,1361,"iPhone11,6",TW9vbiBNdW3igJlzIGlQaG9uZQ==,225932,1
1116034,2020-07-01T12:05:01.019000,180,14.232.166.169,.SCAN & GO.,1361,SM-A505F,a50,34880,35107
319565,2020-07-08T20:33:09.083000,39,14.232.166.169,empty,1361,"iPhone9,4",SGnhu4FuIE5nw7Q=,175338,4
1687772,2020-09-04T12:31:24.158000,36,14.232.166.169,.SCAN & GO.,1361,CPH1912,CPH1912,10973,10973
1470555,2021-05-16T21:03:56.216000,3,14.232.166.169,empty,1361,"iPhone10,5",SGnhu4dwIPCfkYzwn4+7,97526,1
1283963,2020-07-03T16:23:08.996000,4,14.232.166.169,empty,1361,"iPhone9,4",TXMgTGluaCBOZ3V5ZW4g,175338,1
6415827,2020-09-02T12:46:15.067000,52,14.232.166.169,empty,1361,SM-A507FN,a50s,19457,19456
11141645,2021-06-23T17:36:08.738000,1,14.232.166.169,.VM T??i Ngon Th??ng H?ng,1361,CPH2127,OP4EFDL1,4035,4036
5554487,2020-06-22T17:53:41.530000,52,14.232.166.169,empty,1361,"iPhone12,5",aVBob25lICgyKQ==,141807,33980
10272572,2021-06-22T11:28:13.074000,2,14.232.166.169,empty,1361,SM-J730G,j7y17lte,36075,36406
6155393,2020-06-19T12:18:41.264000,11,14.232.166.169,empty,1361,"iPhone9,1",aVBob25l,41933,673847
8083175,2020-11-15T17:33:07.170000,6,14.232.166.169,empty,1361,"iPhone8,1",aVBob25l,115085,673847
13128,2020-06-06T17:54:11.407000,104,14.232.166.169,empty,1361,"iPhone9,2",aVBob25l,129245,673847
7623889,2020-06-19T19:54:02.349000,21,14.241.75.48,empty,1327,"iPhone9,4",aVBob25lIGPhu6dhIEjhuq11,175338,148
7920280,2020-09-23T19:41:48.774000,1,14.241.75.48,empty,1327,"iPhone8,2",aVBob25lODg=,146970,10
10552640,2020-12-02T15:45:24.676000,2,14.241.75.48,empty,1327,"iPhone8,2",8J+Rvg==,146970,57
3109734,2020-06-06T19:29:42.813000,7,14.241.75.48,.SCAN & GO.,1327,"iPhone9,4",T2FuaCDwn5iY,175338,1
6531167,2020-08-25T11:48:36.276000,8,14.241.75.48,empty,1327,"iPhone12,5",VGh14buz,141807,119
11093283,2021-06-06T21:39:37.491000,6,14.241.75.48,empty,1327,"iPhone10,3",aVBob25lIGPhu6dhIGhpZXU=,76761,35
10944805,2021-04-14T15:55:10.685000,1,14.241.75.48,empty,1327,"iPhone8,2",UGjhuqFtIGTGsMahbmc=,146970,3
7734280,2021-06-07T12:55:01.866000,2,14.241.75.48,.VM T??i Ngon Th??ng H?ng,1327,"iPhone11,6",4p2E77iPaWNl4p2E77iP,225932,1
10311710,2020-09-30T20:15:21.204000,14,14.241.75.48,empty,1327,"iPhone10,6",aVBob25lIGPhu6dhIHZpcA==,104574,2
10857891,2021-03-07T10:39:12.505000,11,14.241.75.48,empty,1327,"iPhone13,4",Tmjhuq10IGzhu4c=,45209,4
1755099,2020-06-20T15:37:05.989000,89,14.241.75.48,empty,1327,SM-G965F,star2lte,15261,15192
10760301,2021-02-01T21:11:31.879000,1,14.241.75.48,.SCAN & GO.,1327,"iPhone8,2",aVBob25lIGPhu6dhIE3hurkgxJDhuq11,146970,2
1014483,2021-02-25T17:10:02.489000,8,14.241.75.48,empty,1327,"iPhone9,4",THXDom4gxJDhurlwIFRyYWk=,175338,1
1302004,2020-09-27T11:23:19.999000,2,14.241.75.48,.SCAN & GO.,1327,CPH1727,CPH1727,1079,1079
1311133,2021-02-03T20:15:39.944000,1,14.241.75.48,.SCAN & GO.,1327,CPH1727,CPH1727,1079,1079
1682753,2020-06-28T12:40:09.480000,69,14.241.75.48,.SCAN & GO.,1327,G8232,G8232,429,455
4466113,2020-10-29T21:14:51.166000,11,14.241.75.48,empty,1327,"iPhone10,5",VGh1w70gVmluaA==,97526,4
2703855,2020-06-01T16:33:29.658000,316,14.241.75.48,empty,1327,SM-A705F,a70q,19751,19937
7637965,2020-07-11T16:53:41.104000,24,14.241.75.48,empty,1327,"iPhone11,6",TXJzIFRoYW5o,225932,6
11003366,2021-05-05T21:06:28.246000,8,14.241.75.48,empty,1327,"iPhone10,2",aVBob25l,69558,673847
5084550,2020-10-23T21:03:40.234000,10,14.241.75.48,empty,1327,"iPhone10,2",aVBob25l,69558,673847
1371001,2020-06-20T18:24:40.977000,7,14.241.75.48,empty,1327,"iPhone8,1",aVBob25l,115085,673847
1748068,2020-06-25T23:03:54.259000,35,14.241.75.48,.SCAN & GO.,1327,"iPhone8,1",aVBob25l,115085,673847
8516446,2020-06-07T23:57:22.752000,3,14.241.75.48,.SCAN & GO.,1327,"iPhone9,2",aVBob25l,129245,673847
4087972,2020-06-17T13:45:10.539000,11,14.241.75.48,empty,1327,"iPhone12,5",aVBob25l,141807,673847
1457406,2020-07-10T17:50:50.525000,51,14.241.75.48,empty,1327,"iPhone12,5",aVBob25l,141807,673847
1619371,2020-12-25T11:25:41.842000,11,14.241.75.48,.SCAN & GO.,1327,"iPhone8,2",aVBob25l,146970,673847
6363502,2020-09-28T09:40:41.144000,5,14.241.75.48,empty,1327,"iPhone8,2",aVBob25l,146970,673847
1436542,2020-07-06T12:17:19.776000,1,14.241.75.48,empty,1327,"iPhone8,2",aVBob25l,146970,673847
11460767,2021-08-24T11:37:24.552000,4,14.241.75.48,empty,1327,"iPhone11,6",aVBob25l,225932,673847
7293416,2021-01-30T15:46:45.637000,13,14.241.75.48,empty,1327,"iPhone11,6",aVBob25l,225932,673847
325638,2020-09-20T13:55:36.019000,2,117.4.49.69,.SCAN & GO.,1254,vivo 1713,1601,723,1525
4093642,2021-08-14T14:23:59.065000,1,117.4.49.69,empty,1254,"iPhone12,5",VGFtM2Jp,141807,1
4815869,2021-02-03T17:01:06.533000,10,117.4.49.69,empty,1254,"iPhone11,6",aVBob25lIGPhu6dhIFRodWh1b25n,225932,4
572508,2020-11-16T11:52:51.955000,4,117.4.49.69,empty,1254,"iPhone10,5",MjIvNg==,97526,1
248838,2020-09-19T12:27:29.205000,52,117.4.49.69,.SCAN & GO.,1254,"iPhone7,1",QW5oIFThu5tpIA==,63673,1
631591,2020-06-13T18:02:21.704000,31,117.4.49.69,empty,1254,"iPhone8,2",SHVvbmdkdHE=,146970,2
6700865,2020-07-10T18:45:21.667000,32,117.4.49.69,empty,1254,"iPhone9,2",VGh1IEh1eeG7gW4g8J+YmPCfmJjinaTvuI8=,129245,1
7405239,2020-09-20T12:09:45.286000,25,117.4.49.69,empty,1254,"iPhone11,6",VHLhuqduIFRo4buLIFR1eeG6v3QgTmh1bmc=,225932,1
895815,2020-09-13T20:16:14.554000,14,117.4.49.69,empty,1254,"iPhone10,2",TMOqIFRodeG7tyA1NTY=,69558,1
1195959,2020-06-09T18:19:17.756000,1,117.4.49.69,empty,1254,"iPhone10,5",8J+kp2dvZGJsZXNzdXM=,97526,1
3280094,2021-02-20T17:22:56.634000,1,117.4.49.69,empty,1254,Redmi Note 8,ginkgo,14636,14637
70313,2020-09-25T20:56:46.348000,5,117.4.49.69,empty,1254,"iPhone10,3",VGjDoWkgxJDhurduZw==,76761,3
7989816,2020-06-09T19:42:22.072000,22,117.4.49.69,empty,1254,"iPhone7,2",TcOtdfCfkIg=,88721,1
2738551,2021-03-06T15:13:54.809000,2,117.4.49.69,empty,1254,"iPhone8,2",RGkgRHVuZw==,146970,1
7195725,2020-12-21T11:03:33.547000,11,117.4.49.69,empty,1254,"iPhone10,5",aVBob25lIGPhu6dhIEFkbWlu,97526,3805
254391,2020-07-14T21:40:39.238000,36,117.4.49.69,empty,1254,"iPhone9,1",aVBob25lIGPhu6dhIEjhurFuZw==,41933,891
2507726,2020-11-24T21:23:50.107000,40,117.4.49.69,.SCAN & GO.,1254,CPH1825,CPH1825,26694,26694
1769234,2020-12-12T16:25:58.999000,3,117.4.49.69,empty,1254,"iPhone8,2",Tmd1eeG7hW4gT2FuaA==,146970,10
8336046,2020-09-16T12:41:45.502000,5,117.4.49.69,empty,1254,"iPhone10,6",8J+MuEjhur91IPCfjLg=,104574,1
6777657,2020-09-06T10:37:57.148000,1,117.4.49.69,.SCAN & GO.,1254,CPH1729,CPH1729,4660,4660
7028528,2021-09-20T10:42:56.530000,5,117.4.49.69,empty,1254,SM-N975F,d2s,27797,27770
9892275,2020-09-13T16:48:16.262000,12,117.4.49.69,empty,1254,"iPhone9,3",aVBob25l,57940,673847
1085747,2020-06-30T14:26:41.962000,20,117.4.49.69,empty,1254,"iPhone12,5",aVBob25l,141807,673847
11422874,2021-08-17T21:32:58.445000,3,117.4.49.69,.VM T??i Ngon Th??ng H?ng,1254,"iPhone10,5",aVBob25l,97526,673847
1079581,2020-06-05T11:05:51.248000,68,117.4.49.69,empty,1254,"iPhone11,6",aVBob25l,225932,673847
2916084,2020-12-07T16:30:53.181000,8,117.4.49.69,empty,1254,"iPhone11,6",aVBob25l,225932,673847
1605863,2020-09-16T20:04:39.311000,6,117.4.49.69,empty,1254,"iPhone10,3",aVBob25l,76761,673847
532138,2020-10-29T18:24:36.263000,16,14.232.152.25,empty,1231,"iPhone11,6",TXJzIEhhbmjigJlzIGlQaG9uZQ==,225932,1
144000,2020-06-04T21:59:02.843000,104,14.232.152.25,empty,1231,"iPhone10,6",aVBob25lIGPhu6dhIE5ndXnhu4VuIMSQ4bupYyBN4bqhbmg=,104574,2
6202686,2020-08-23T12:14:10.883000,24,14.232.152.25,empty,1231,"iPhone10,6",8J+MvCBYYW5oIFRyb25nIPCfjLw=,104574,1
4151972,2020-10-01T20:00:45.915000,62,14.232.152.25,.SCAN & GO.,1231,SM-G925K,zeroltektt,65,64
1522122,2020-06-04T15:57:07.538000,90,14.232.152.25,.SCAN & GO.,1231,Nokia 6.1 Plus,DRG_sprout,4037,4034
523906,2021-02-03T17:44:42.811000,10,14.232.152.25,empty,1231,"iPhone10,3",VGjGsMahbmcgRMWpbmfwn5KL8J+Si/Cfkos=,76761,1
10265116,2020-09-20T10:49:20.356000,6,14.232.152.25,.SCAN & GO.,1231,SM-G935F,hero2lte,8350,8292
3909208,2021-02-01T15:36:27.142000,12,14.232.152.25,.SCAN & GO.,1231,SM-G935F,hero2lte,8350,8292
537579,2020-10-11T15:19:09.622000,56,14.232.152.25,empty,1231,"iPhone12,5",UGhvbmUgb2YgcGjhuqFtIGjhu5NuZyBsw6o=,141807,1
1096509,2020-07-11T16:30:54.624000,7,14.232.152.25,empty,1231,"iPhone8,1",aVBob25laGho,115085,10
6748393,2021-02-01T18:32:35.565000,19,14.232.152.25,.SCAN & GO.,1231,"iPhone8,1",SG/DqG4gxJHDoW5nIHnDqnUg8J+Muw==,115085,1
1171308,2020-08-23T18:41:37.567000,16,14.232.152.25,.SCAN & GO.,1231,A1601,A1601,15698,15703
1428788,2020-10-04T15:32:34.611000,8,14.232.152.25,empty,1231,"iPhone10,2",TmdhIGN1dGU=,69558,4
100835,2020-06-06T11:39:03.424000,21,14.232.152.25,empty,1231,"iPhone11,6",UGk=,225932,63
5622122,2021-03-10T20:10:52.747000,2,14.232.152.25,.SCAN & GO.,1231,"iPhone7,2",aVBob25lNg==,88721,195
1615650,2020-07-04T09:54:14.566000,56,14.232.152.25,.SCAN & GO.,1231,MI MAX 2,oxygen,734,736
479487,2020-10-22T12:05:44.249000,10,14.232.152.25,empty,1231,"iPhone12,1",SG9uZyBBbmg=,106853,66
8092663,2020-06-08T08:32:10.666000,70,14.232.152.25,empty,1231,"iPhone7,2",aVBob25lIGPhu6dhIEFkbWlu,88721,3805
1101635,2020-09-19T10:04:18.782000,285,14.232.152.25,.SCAN & GO.,1231,CPH1825,CPH1825,26694,26694
421681,2020-06-28T11:03:20.663000,12,14.232.152.25,empty,1231,"iPhone11,6",RW1lcmFsZA==,225932,2
1276346,2020-07-19T10:42:55.665000,85,14.232.152.25,.SCAN & GO.,1231,RMX2003,RMX2003L1,362,362
1494018,2020-07-08T19:40:45.189000,32,14.232.152.25,empty,1231,"iPhone9,2",aVBob25lICgyKQ==,129245,33980
3785086,2020-10-01T08:12:07.085000,34,14.232.152.25,empty,1231,"iPhone9,4",aVBob25lICgyKQ==,175338,33980
714903,2020-09-24T18:13:57.950000,17,14.232.152.25,empty,1231,SM-A920F,a9y18qlte,11447,11447
7656639,2020-06-11T07:28:41.752000,9,14.232.152.25,empty,1231,"iPhone9,3",aVBob25l,57940,673847
1559237,2020-06-14T23:41:04.015000,13,14.232.152.25,empty,1231,"iPhone9,3",aVBob25l,57940,673847
48472,2020-07-06T19:36:39.951000,35,14.232.152.25,.SCAN & GO.,1231,"iPhone10,1",aVBob25l,12638,673847
2782136,2020-12-09T19:59:09.029000,25,14.232.152.25,empty,1231,"iPhone8,1",aVBob25l,115085,673847
441584,2020-06-16T12:57:53.363000,66,14.232.152.25,empty,1231,"iPhone12,5",aVBob25l,141807,673847
1292616,2020-07-01T08:01:14.091000,5,14.232.152.25,empty,1231,"iPhone7,2",aVBob25l,88721,673847
360957,2020-09-26T10:20:53.092000,18,14.232.152.25,empty,1231,"iPhone7,2",aVBob25l,88721,673847
4031013,2021-05-24T08:48:23.486000,2,14.232.152.25,empty,1231,"iPhone10,5",aVBob25l,97526,673847
5301541,2020-06-27T15:29:56.135000,37,14.232.152.25,empty,1231,"iPhone11,6",aVBob25l,225932,673847
1312150,2020-06-14T08:21:21.284000,48,14.248.84.230,empty,1218,"iPhone8,4",Tmfhu41jIFN1,5944,2
807771,2021-07-24T10:14:14.212000,3,14.248.84.230,.VM T??i Ngon Th??ng H?ng,1218,"iPhone8,2",WeG6v24gVHXhuqVu,146970,1
117265,2020-06-11T16:48:16.935000,30,14.248.84.230,empty,1218,"iPhone8,1",VHJhbmfigJlzIGlQaG9uZQ==,115085,478
10165848,2020-09-03T11:09:14.309000,4,14.248.84.230,empty,1218,"iPhone7,2",TGluaGho,88721,45
295349,2020-06-22T21:05:52.742000,18,14.248.84.230,empty,1218,"iPhone8,1",TmfGsOG7nWkgecOqdSBPaCBTZWh1bg==,115085,1
7900510,2020-11-04T12:31:41.536000,4,14.248.84.230,empty,1218,"iPhone8,1",Q2hhdWFuaGg=,115085,1
146711,2020-06-19T19:59:53.696000,26,14.248.84.230,empty,1218,"iPhone11,6",aVBob25lIGPhu6dhIFBoxrDhu5tj,225932,52
68932,2020-11-27T10:55:11.041000,3,14.248.84.230,empty,1218,"iPhone9,4",TWFp,175338,390
7849006,2020-12-13T12:31:18.559000,2,14.248.84.230,empty,1218,"iPhone7,1",VHJhbmdnIHhpbmgg8J+nmvCfj7vigI3imYDvuI/wn4y8,63673,1
769763,2020-09-30T22:00:11.735000,10,14.248.84.230,empty,1218,"iPhone12,5",aVBob25lIGPhu6dhIEhhbmc=,141807,521
1061756,2020-07-13T09:17:35.575000,71,14.248.84.230,.SCAN & GO.,1218,SM-J600G,j6lte,9559,9584
243583,2020-10-08T13:27:57.077000,26,14.248.84.230,.SCAN & GO.,1218,SM-G610S,on7xelteskt,140,140
335247,2020-09-13T20:40:44.493000,31,14.248.84.230,empty,1218,"iPhone9,4",TG9uZyBWdQ==,175338,3
1072676,2020-06-25T09:16:41.863000,14,14.248.84.230,.SCAN & GO.,1218,"iPhone7,1",VGh1IHhpbmgg4p2k77iP,63673,3
346902,2020-07-28T20:39:49.749000,66,14.248.84.230,empty,1218,Redmi S2,ysl,1313,1313
294270,2020-07-06T10:05:02.380000,33,14.248.84.230,empty,1218,"iPhone8,2",VMO5bmcg,146970,22
178576,2020-06-23T18:22:10.863000,39,14.248.84.230,empty,1218,"iPhone11,2",TmVv4oCZcyBpUGhvbmU=,53515,4
330448,2020-10-03T10:52:48.504000,91,14.248.84.230,.SCAN & GO.,1218,A1601,A1601,15698,15703
1521250,2021-04-01T07:57:59.093000,4,14.248.84.230,.SCAN & GO.,1218,SM-J415F,j4primelte,6029,6091
8013209,2020-07-04T15:09:13.139000,8,14.248.84.230,empty,1218,"iPhone8,2",VmFuIHN1Z2Fy,146970,2
1135687,2020-08-31T18:37:23.094000,7,14.248.84.230,empty,1218,"iPhone10,6",Q29uZyB5dWdpaQ==,104574,1
1664179,2020-06-20T10:01:51.817000,55,14.248.84.230,empty,1218,"iPhone7,1",aVBob25lICgyKQ==,63673,33980
7318086,2020-11-29T10:35:40.872000,1,14.248.84.230,empty,1218,"iPhone9,1",aVBob25l,41933,673847
