source_meta_user_id,source_timestamp,no_of_events,source_data_network_public_ip,source_data_ssid,public_ip_user_count,source_data_device_model,source_data_device_name,device_model_user_count,device_name_user_count
7671864,2020-06-16T19:21:49.694000,44,14.248.84.230,empty,1218,"iPhone11,2",aVBob25l,53515,673847
1698237,2020-09-19T19:02:14.370000,14,14.248.84.230,empty,1218,"iPhone11,2",aVBob25l,53515,673847
304199,2020-09-13T09:08:50.266000,11,14.248.84.230,empty,1218,"iPhone8,1",aVBob25l,115085,673847
1050997,2020-06-07T23:14:19.967000,52,14.248.84.230,empty,1218,"iPhone9,2",aVBob25l,129245,673847
228715,2020-09-13T19:44:04.286000,48,14.248.84.230,empty,1218,"iPhone10,6",aVBob25l,104574,673847
1288033,2020-06-23T18:39:13.444000,22,203.205.33.1,empty,1205,"iPhone8,2",Tmdh,146970,423
289721,2020-07-16T10:38:04.028000,12,203.205.33.1,empty,1205,"iPhone10,6",VGjDoG5o,104574,149
9004088,2020-10-04T10:52:20.833000,11,203.205.33.1,empty,1205,"iPhone10,4",TXMgTWlsbw==,13437,1
355052,2020-09-25T18:03:02.214000,17,203.205.33.1,empty,1205,"iPhone9,4",aVBob25lIGPhu6dhIFRpw6pu,175338,165
41051,2020-06-28T21:27:09.483000,95,203.205.33.1,.SCAN & GO.,1205,SM-G935S,hero2lteskt,941,926
170266,2020-06-11T16:17:06.528000,24,203.205.33.1,empty,1205,"iPhone11,2",VGhhbmggVHLDumMgSHXhu7NuaCBQaOG6oW0=,53515,1
274451,2021-03-22T17:24:50.665000,214,203.205.33.1,.SCAN & GO.,1205,"iPhone12,5",aVBob25lICgzKQ==,141807,5116
7917787,2020-06-12T12:41:55.210000,7,203.205.33.1,empty,1205,"iPhone8,1",Smlu,115085,43
386086,2020-06-07T19:26:56.617000,50,203.205.33.1,empty,1205,"iPhone10,2",VmVzcGEgQmVueg==,69558,1
598081,2020-06-16T17:05:30.149000,73,203.205.33.1,empty,1205,"iPhone10,6",SGVucnkgWA==,104574,1
1008146,2020-07-29T17:46:29.575000,9,203.205.33.1,empty,1205,"iPhone9,3",aVBob25l4oCZcyBUdXnhur90IENow6J1,57940,1
1549618,2020-09-15T21:40:46.465000,20,203.205.33.1,.SCAN & GO.,1205,"iPhone10,1",aVBob25lIGPhu6dhIFRyYW5n,12638,2505
1558946,2020-12-25T21:47:05.651000,3,203.205.33.1,.SCAN & GO.,1205,CPH1729,CPH1729,4660,4660
698103,2020-07-09T18:15:36.836000,14,203.205.33.1,empty,1205,"iPhone10,6",VGlu4oCZcyBpUGhvbmU=,104574,28
901263,2020-06-14T16:20:17.160000,28,203.205.33.1,empty,1205,"iPhone10,4",aVBob25l,13437,673847
332449,2020-12-06T11:05:14.513000,6,203.205.33.1,empty,1205,"iPhone9,3",aVBob25l,57940,673847
1678628,2020-09-13T20:49:53.866000,5,203.205.33.1,empty,1205,"iPhone8,1",aVBob25l,115085,673847
8479532,2020-07-04T10:49:11.218000,1,203.205.33.1,empty,1205,"iPhone7,2",aVBob25l,88721,673847
5897137,2020-09-25T18:21:35.145000,3,203.205.33.1,empty,1205,"iPhone8,2",aVBob25l,146970,673847
212550,2020-06-25T10:30:32.545000,46,203.205.33.1,empty,1205,"iPhone11,6",aVBob25l,225932,673847
22018,2020-08-04T21:15:15.143000,36,14.241.241.68,empty,1198,"iPhone10,6",V2luZA==,104574,23
473679,2020-07-06T17:09:50.360000,10,14.241.241.68,empty,1198,"iPhone9,2",SFXhu7JOSCBDSMOCVSBRVUFORyBWxKg=,129245,2
709477,2020-10-17T13:20:18.998000,5,14.241.241.68,empty,1198,"iPhone12,5",8J+RvQ==,141807,22
5432854,2021-10-05T18:06:41.185000,7,14.241.241.68,.VM T??i Ngon Th??ng H?ng,1198,V2040,2040,208,208
37354,2020-06-25T11:24:23.576000,3,14.241.241.68,empty,1198,"iPhone10,5",SHV54buBbiBWw6JuIGlQaG9uZQ==,97526,1
9833817,2020-09-11T16:07:40.873000,48,14.241.241.68,empty,1198,"iPhone9,2",aVBob25lIGPhu6dhIGNoYW4=,129245,1
1261003,2020-06-13T18:08:58.311000,17,14.241.241.68,.SCAN & GO.,1198,SM-A530F,jackpotlte,6116,6150
6929769,2020-10-18T12:33:48.773000,12,14.241.241.68,empty,1198,"iPhone8,2",aVBob25lIGPhu6dhIER1ecOqbg==,146970,273
414017,2020-09-16T19:14:43.728000,7,14.241.241.68,.SCAN & GO.,1198,RMX1991,RMX1991CN,446,448
831858,2020-06-02T22:20:10.830000,9,14.241.241.68,.SCAN & GO.,1198,SM-N960F,crownlte,29713,30106
4059431,2020-06-13T20:07:27.731000,1,14.241.241.68,.SCAN & GO.,1198,CPH2001,OP4B9B,2087,2088
9666698,2020-06-23T14:38:23.567000,350,14.241.241.68,.SCAN & GO.,1198,SM-G570Y,on5xelte,6319,6331
6245995,2020-09-25T17:44:52.518000,10,14.241.241.68,empty,1198,"iPhone8,2",SU1hY+KAmXMgaVBob25lICgyKQ==,146970,1
5117479,2020-06-12T12:00:21.940000,38,14.241.241.68,.SCAN & GO.,1198,"iPhone9,4",4p2k77iPIExpbmggTcO9dCDinaTvuI8=,175338,1
9143561,2020-06-24T15:14:57.770000,5,14.241.241.68,empty,1198,SM-J730G,j7y17lte,36075,36406
852182,2020-06-29T20:14:42.029000,5,14.241.241.68,empty,1198,"iPhone10,2",T2FuaCBEYeKAmXMgaVBob25l,69558,1
7162793,2020-11-15T21:39:44.613000,4,14.241.241.68,empty,1198,"iPhone7,1",aVBob25l,63673,673847
8335525,2020-09-11T19:18:34.620000,2,14.241.241.68,empty,1198,"iPhone9,4",aVBob25l,175338,673847
6392267,2020-10-31T13:20:14.235000,5,14.241.241.68,empty,1198,"iPhone9,4",aVBob25l,175338,673847
5031826,2020-12-18T14:31:54.283000,20,14.241.241.68,empty,1198,"iPhone10,3",aVBob25l,76761,673847
10893969,2021-03-23T17:32:45.954000,8,222.252.11.131,empty,1190,"iPhone13,2",aVBob25lIGPhu6dhIFThuqVuIFZp4buHdA==,10375,1
524457,2020-06-10T08:27:00.320000,3,222.252.11.131,empty,1190,"iPhone12,5",TWlsbGVyIE5ndXllbiAyMDIw,141807,1
8548183,2021-04-21T15:20:06.634000,8,222.252.11.131,Vinmec-Guest,1190,F1w,F1f,1640,1663
10125829,2020-08-26T09:06:54.277000,32,222.252.11.131,empty,1190,"iPhone9,2",RHVrZeeahCBpUGhvbmU=,129245,1
5135231,2020-07-03T09:33:49.877000,80,222.252.11.131,empty,1190,SM-A107F,a10s,7653,7653
10895359,2021-03-24T10:45:15.405000,11,222.252.11.131,empty,1190,"iPhone12,5",Q2hpbg==,141807,42
7422767,2020-09-21T10:43:20.030000,3,222.252.11.131,empty,1190,"iPhone11,6",VMO9IEPDsm0=,225932,1
426055,2020-06-03T08:30:06.359000,230,222.252.11.131,Vinmec-Guest,1190,Active 1,PQ6001,3727,3727
2976370,2021-09-06T10:56:11.308000,5,222.252.11.131,empty,1190,"iPhone13,1",UEPigJlzIGlQaG9uZQ==,1434,471
10306394,2020-09-29T10:05:37.663000,38,222.252.11.131,empty,1190,SM-N770F,r7,10784,10781
10612009,2020-12-16T12:00:38.675000,1,222.252.11.131,empty,1190,"iPhone11,6",aVBob25lIGPhu6dhIExpbmgg4p2k77iP,225932,9
10195654,2020-09-08T08:54:34.712000,10,222.252.11.131,Vinmec-Guest,1190,CPH1933,OP4B79L1,4310,10098
11057842,2021-05-25T08:37:52.705000,32,222.252.11.131,empty,1190,SM-N975F,d2s,27797,27770
9943496,2020-07-24T16:11:02.481000,55,222.252.11.131,empty,1190,SM-N975F,d2s,27797,27770
5476483,2020-09-09T13:24:51.250000,37,222.252.11.131,empty,1190,SM-N975F,d2s,27797,27770
1516498,2020-09-25T09:27:56.396000,27,222.252.11.131,Vinmec-Guest,1190,"iPhone9,2",aVBob25lICgyKQ==,129245,33980
367338,2020-11-30T09:13:17.583000,41,222.252.11.131,empty,1190,Live,V620A,70967,70967
2703586,2020-06-15T18:00:53.293000,37,222.252.11.131,Vinmec-Guest,1190,SM-G610F,on7xelte,58008,58181
951060,2021-03-18T15:59:34.537000,12,222.252.11.131,empty,1190,"iPhone13,4",aVBob25l,45209,673847
10940560,2021-04-12T16:46:48.111000,22,222.252.11.131,empty,1190,"iPhone11,2",aVBob25l,53515,673847
6943562,2020-07-12T10:51:45.046000,3,222.252.11.131,empty,1190,"iPhone8,4",aVBob25l,5944,673847
10608540,2020-12-15T11:36:58.862000,12,222.252.11.131,empty,1190,"iPhone10,2",aVBob25l,69558,673847
5373836,2020-10-27T11:22:50.567000,1,222.252.11.131,empty,1190,"iPhone9,2",aVBob25l,129245,673847
8325599,2020-10-17T11:36:09.404000,4,222.252.11.131,empty,1190,"iPhone7,2",aVBob25l,88721,673847
3418417,2020-10-28T09:29:53.425000,1,222.252.11.131,empty,1190,"iPhone12,1",aVBob25l,106853,673847
10508643,2020-11-18T15:19:08.763000,1,222.252.11.131,empty,1190,"iPhone8,2",aVBob25l,146970,673847
11537167,2021-09-07T13:07:31.805000,35,14.177.239.84,empty,1182,"iPhone12,5",aVBob25lIGPhu6dhIFRoxrDGoW5n,141807,261
1679632,2020-11-17T17:16:57.844000,18,14.177.239.84,Vinmec-Guest,1182,Bee,V220A,11185,8932
10385980,2020-10-17T09:47:58.941000,12,14.177.239.84,empty,1182,SM-A105G,a10,9654,9717
1723995,2020-09-08T13:59:57.372000,22,14.177.239.84,empty,1182,"iPhone9,3",aVBob25lIGPhu6dhIFh1YW4=,57940,158
592233,2020-06-05T15:56:22.235000,644,14.177.239.84,empty,1182,Active 1,PQ6001,3727,3727
10296267,2020-09-26T16:17:55.123000,3,14.177.239.84,empty,1182,"iPhone10,2",SGFpIFllbiBOZ3V5ZW4g4oCZcyBpUGhvbmU=,69558,1
4935761,2020-08-31T09:55:49.675000,61,14.177.239.84,Vinmec-Guest,1182,SM-A520F,a5y17lte,6762,6758
9946982,2020-07-25T09:02:17.896000,11,14.177.239.84,empty,1182,SM-G965F,star2lte,15261,15192
10919032,2021-04-03T09:00:27.134000,18,14.177.239.84,empty,1182,SM-N770F,r7,10784,10781
10530322,2020-11-25T10:23:42.816000,4,14.177.239.84,Vinmec-Guest,1182,"iPhone10,5",QWRtaW7igJlzIGlQaG9uZQ==,97526,4993
10673200,2021-01-06T10:02:47.296000,1,14.177.239.84,empty,1182,"iPhone12,5",UXXhu7NuaCBBbmggWGlo,141807,1
577539,2020-07-02T18:01:21.606000,20,14.177.239.84,empty,1182,BLA-L29,HWBLA,134,185
1602226,2020-06-24T08:56:42.843000,88,14.177.239.84,Vinmec-Guest,1182,vivo V3,V3,351,350
790886,2020-06-08T08:56:28.207000,281,14.177.239.84,empty,1182,SM-N975F,d2s,27797,27770
7799039,2020-09-15T13:34:10.893000,40,14.177.239.84,empty,1182,Live,V620A,70967,70967
9892268,2020-07-15T13:40:30.355000,39,14.177.239.84,empty,1182,SM-A920F,a9y18qlte,11447,11447
8992372,2021-04-01T10:19:15.383000,1,14.177.239.84,empty,1182,"iPhone13,4",aVBob25l,45209,673847
4593582,2020-09-28T11:33:33.612000,7,14.177.239.84,empty,1182,"iPhone9,3",aVBob25l,57940,673847
3174002,2021-01-14T09:12:11.258000,2,14.177.239.84,Vinmec-Guest,1182,"iPhone7,1",aVBob25l,63673,673847
9624338,2020-10-17T14:29:59.472000,8,14.177.239.84,empty,1182,"iPhone9,2",aVBob25l,129245,673847
2987303,2021-01-21T16:10:12.584000,1,14.177.239.84,Vinmec-Guest,1182,"iPhone9,4",aVBob25l,175338,673847
7763305,2021-08-23T16:15:19.364000,1,14.177.239.84,empty,1182,"iPhone11,6",aVBob25l,225932,673847
962229,2020-10-27T09:59:30.477000,17,14.177.239.84,empty,1182,"iPhone11,6",aVBob25l,225932,673847
9993998,2020-08-02T15:20:03.804000,90,222.252.20.84,empty,1177,Mi 9T Pro,raphael,2820,4180
1537644,2021-09-12T18:01:26.988000,1,222.252.20.84,empty,1177,Redmi Note 5,whyred,10176,10216
25623,2020-06-04T19:14:35.470000,39,222.252.20.84,.SCAN & GO.,1177,CPH1821,CPH1821,1372,1372
221019,2020-06-16T15:24:47.254000,16,222.252.20.84,empty,1177,"iPhone11,6",S2ltIFRyYW5nICgyKQ==,225932,2
6000466,2021-07-29T18:15:16.531000,12,222.252.20.84,empty,1177,"iPhone12,1",bHR0IPCfjIg=,106853,1
3054521,2021-10-10T13:28:22.406000,1,222.252.20.84,.VM T??i Ngon Th??ng H?ng,1177,"iPhone7,1",TW/DqGVlZWVlZWU=,63673,1
10262782,2020-09-19T20:19:16.634000,19,222.252.20.84,empty,1177,"iPhone8,1",Y2hhbmcg8J+MuA==,115085,1
183706,2020-09-11T20:00:11.099000,7,222.252.20.84,empty,1177,"iPhone8,2",UGhhbVRoaUhhbuKAmXMgaVBob25l,146970,1
1368604,2021-04-03T09:56:45.679000,19,222.252.20.84,.SCAN & GO.,1177,"iPhone11,6",TGFuYQ==,225932,34
11158255,2021-06-27T11:05:22.252000,4,222.252.20.84,empty,1177,"iPhone9,2",aGFuaGho4p2k77iP,129245,1
326763,2020-07-07T20:41:10.939000,20,222.252.20.84,empty,1177,"iPhone9,2",VGh1eSBOZ28=,129245,10
5427594,2020-07-29T10:12:34.076000,24,222.252.20.84,.SCAN & GO.,1177,X9009,X9009,1780,1780
759834,2021-04-24T17:55:01.625000,9,222.252.20.84,.SCAN & GO.,1177,"iPhone10,3",Tmh1bmcgTmjhu5s=,76761,1
11261578,2021-07-13T20:57:18.393000,7,222.252.20.84,empty,1177,SM-A305F,a30,13732,13840
837152,2020-09-20T09:52:16.160000,10,222.252.20.84,empty,1177,"iPhone11,6",Q2hpIEPhu6cgxJDhuq11,225932,1
1122253,2020-08-25T09:56:25.774000,206,222.252.20.84,empty,1177,SM-A507FN,a50s,19457,19456
10297393,2020-09-26T20:54:34.093000,8,222.252.20.84,.SCAN & GO.,1177,SM-A705F,a70q,19751,19937
1327457,2020-07-07T08:33:04.683000,67,222.252.20.84,empty,1177,SM-N975F,d2s,27797,27770
4103071,2020-08-11T18:42:17.687000,1,222.252.20.84,.SCAN & GO.,1177,SM-G610F,on7xelte,58008,58181
4096329,2020-06-18T18:14:35.901000,66,222.252.20.84,.SCAN & GO.,1177,SM-G610F,on7xelte,58008,58181
11303117,2021-07-20T12:03:14.783000,3,222.252.20.84,empty,1177,"iPhone10,2",aVBob25l,69558,673847
11092533,2021-06-06T17:52:59.720000,1,222.252.20.84,empty,1177,"iPhone11,6",aVBob25l,225932,673847
7903241,2020-08-05T15:35:03.413000,15,222.252.11.157,Vinmec-Guest,1154,RMX1919,RMX1919,2767,2767
3019935,2020-09-14T11:35:55.947000,82,222.252.11.157,Vinmec-Guest,1154,Bee,V220A,11185,8932
9918523,2020-07-20T09:26:52.869000,1,222.252.11.157,Vinmec-Guest,1154,SM-J610F,j6primelte,11205,11256
10209543,2020-09-10T11:46:31.800000,205,222.252.11.157,Vinmec-Guest,1154,SM-N910U,trhplte,73,72
3438134,2021-04-19T12:08:36.693000,3,222.252.11.157,Vinmec-Guest,1154,"iPhone7,2",SGVvIGlu,88721,1
1531637,2021-04-07T15:18:30.209000,2,222.252.11.157,Vinmec-Guest,1154,"iPhone10,3",VGlt4oCZcyBpUGhvbmUgeA==,76761,1
6975477,2021-03-10T15:16:23.762000,11,222.252.11.157,empty,1154,SM-G965N,star2lteks,2392,1990
2776192,2020-12-28T15:17:25.776000,10,222.252.11.157,empty,1154,"iPhone12,5",dmsgYSB0w61u8J+lsPCfpbA=,141807,1
2260872,2020-08-17T14:19:56.802000,59,222.252.11.157,Vinmec-Guest,1154,SM-G950F,dreamlte,9820,9727
8548015,2020-11-23T16:08:56.748000,18,222.252.11.157,empty,1154,"iPhone10,5",V2ludGVyIFN5bXBob255,97526,1
10916931,2021-04-02T11:31:26.004000,26,222.252.11.157,empty,1154,SM-A305F,a30,13732,13840
1168530,2020-06-30T19:43:50.144000,43,222.252.11.157,Vinmec-Guest,1154,Active 1+,PQ6002,9654,9654
10884757,2021-03-19T11:07:51.944000,5,222.252.11.157,empty,1154,"iPhone13,4",aVBob25lIDExIHBybyBtYXg=,45209,211
9907179,2020-07-18T13:02:54.044000,35,222.252.11.157,empty,1154,SM-A750GN,a7y18lte,31159,31251
9959150,2020-09-17T08:08:19.919000,9,222.252.11.157,empty,1154,"iPhone9,4",aVBob25lICgyKQ==,175338,33980
10234417,2020-09-14T10:03:21.645000,9,222.252.11.157,Vinmec-Guest,1154,SM-J730G,j7y17lte,36075,36406
794605,2020-07-09T11:35:48.467000,75,222.252.11.157,Vinmec-Guest,1154,SM-J730G,j7y17lte,36075,36406
10309773,2020-09-30T09:57:04.546000,12,222.252.11.157,empty,1154,"iPhone12,1",QW5oIFRoxrDigJlzIGlQaG9uZQ==,106853,5
484847,2020-06-25T09:24:51.523000,75,222.252.11.157,Vinmec-Guest,1154,Live,V620A,70967,70967
11199987,2021-07-05T12:57:50.791000,12,222.252.11.157,Vinmec-Guest,1154,SM-G930S,herolteskt,462,457
7927537,2020-12-22T16:10:50.749000,19,222.252.11.157,empty,1154,"iPhone13,4",aVBob25l,45209,673847
1279441,2020-09-25T08:57:48.162000,15,222.252.11.157,empty,1154,"iPhone10,2",aVBob25l,69558,673847
9647083,2020-07-08T09:17:41.021000,12,222.252.11.157,empty,1154,"iPhone8,1",aVBob25l,115085,673847
418118,2021-02-11T09:46:49.672000,5,222.252.11.157,empty,1154,"iPhone9,2",aVBob25l,129245,673847
1402505,2021-03-05T09:27:35.922000,18,222.252.11.157,empty,1154,"iPhone12,1",aVBob25l,106853,673847
3167481,2021-07-07T09:11:14.639000,3,222.252.11.157,empty,1154,"iPhone12,1",aVBob25l,106853,673847
1680946,2020-12-20T15:13:23.182000,20,222.252.11.157,empty,1154,"iPhone11,6",aVBob25l,225932,673847
10026289,2020-09-15T08:34:33.614000,14,222.252.11.157,empty,1154,"iPhone11,6",aVBob25l,225932,673847
10511349,2020-11-19T11:19:57.303000,4,222.252.11.157,empty,1154,"iPhone10,6",aVBob25l,104574,673847
1130695,2021-02-04T00:16:28.405000,31,14.241.227.242,.SCAN & GO.,1131,"iPhone12,5",WeG6v24gbmFiaWXinaTvuI/wn5iK,141807,2
802234,2021-03-22T18:51:14.852000,25,14.241.227.242,empty,1131,"iPhone12,5",VGjhuqNv,141807,571
5084698,2021-01-15T14:42:48.136000,1,14.241.227.242,empty,1131,"iPhone10,5",X2ltLmxlb3Z1Xw==,97526,1
1504921,2020-07-11T16:38:43.479000,18,14.241.227.242,empty,1131,"iPhone9,2",VmFuIFZpdmlhbg==,129245,2
10045345,2020-09-11T18:44:42.193000,4,14.241.227.242,empty,1131,"iPhone11,6",ZG93bmxvYWTigJlzIGlQaG9uZQ==,225932,103
974779,2020-09-28T18:00:44.272000,9,14.241.227.242,.SCAN & GO.,1131,CPH1911,OP4883,9886,9887
6698409,2021-05-22T08:49:42.766000,5,14.241.227.242,empty,1131,"iPhone10,5",aVBob25lIGPhu6dhIE5nb2MgTmh1bmc=,97526,2
4646751,2021-03-28T09:38:17.695000,57,14.241.227.242,.SCAN & GO.,1131,SM-G935F,hero2lte,8350,8292
1611713,2020-12-13T09:11:18.626000,59,14.241.227.242,.SCAN & GO.,1131,CPH1907,OP4B83L1,1322,1322
10881480,2021-03-17T18:54:37.749000,33,14.241.227.242,empty,1131,SM-A217F,a21s,7904,7915
1721176,2020-12-24T21:31:15.853000,75,14.241.227.242,empty,1131,SM-A505F,a50,34880,35107
736091,2020-06-16T16:44:44.869000,78,14.241.227.242,empty,1131,SM-N950F,greatlte,28330,28874
11122237,2021-06-17T11:06:07.797000,5,14.241.227.242,empty,1131,"iPhone9,4",VmluY2U=,175338,9
9130567,2021-04-17T15:17:10.691000,7,14.241.227.242,empty,1131,"iPhone13,4",aVBob25l,45209,673847
547138,2021-03-27T10:15:14.980000,11,14.241.227.242,.SCAN & GO.,1131,"iPhone9,2",aVBob25l,129245,673847
1093135,2020-06-20T08:54:38.077000,34,14.241.227.242,empty,1131,"iPhone12,1",aVBob25l,106853,673847
464190,2020-09-30T15:29:36.887000,3,14.241.227.242,empty,1131,"iPhone10,5",aVBob25l,97526,673847
1615773,2021-02-01T19:13:53.618000,4,14.241.227.242,.SCAN & GO.,1131,"iPhone8,2",aVBob25l,146970,673847
5047119,2021-01-12T11:40:35.770000,2,14.241.227.242,.SCAN & GO.,1131,"iPhone10,3",aVBob25l,76761,673847
9357607,2020-10-20T15:32:04.671000,7,14.241.227.242,empty,1131,"iPhone10,6",aVBob25l,104574,673847
1193151,2021-03-07T10:13:22.444000,16,118.70.169.184,empty,1097,"iPhone10,2",SMOsbsSRw6FuZ2l14p2k77iP,69558,1
374335,2020-06-19T16:44:21.208000,7,118.70.169.184,empty,1097,"iPhone12,5",aVBob25lIGPhu6dhIEhvYW5n,141807,392
1094570,2020-10-24T09:37:04.814000,4,118.70.169.184,empty,1097,"iPhone8,1",TkNU4oCZcyBpUGhvbmU=,115085,3
192475,2020-11-21T19:32:39.206000,13,118.70.169.184,empty,1097,"iPhone10,6",x7bgtqfEhcyA4Z6gxpMgIOGXqeGeoOGWuiDwn5KL,104574,1
10822107,2021-02-21T15:32:13.455000,38,118.70.169.184,empty,1097,SM-A107F,a10s,7653,7653
6511503,2020-12-12T14:23:06.193000,68,118.70.169.184,empty,1097,SM-N970F,d1,11566,11566
2635185,2020-08-27T20:13:03.848000,76,118.70.169.184,empty,1097,SM-M315F,m31,1725,1725
1232604,2020-06-18T20:36:08.096000,5,118.70.169.184,.SCAN & GO.,1097,CPH1725,CPH1725,3540,3540
9988950,2020-08-01T15:36:12.590000,110,118.70.169.184,empty,1097,Redmi Note 7,lavender,18603,18607
807820,2020-06-27T17:59:27.553000,46,118.70.169.184,.SCAN & GO.,1097,SM-G610F,on7xelte,58008,58181
1095857,2020-06-18T16:22:43.186000,63,118.70.169.184,.SCAN & GO.,1097,MI 8 Lite,platina,5441,5442
10242164,2020-09-15T20:44:08.747000,114,118.70.169.184,.SCAN & GO.,1097,SM-A310F,a3xelte,620,611
7737549,2020-08-15T21:18:29.292000,16,118.70.169.184,empty,1097,"iPhone8,1",aVBob25l,115085,673847
8193707,2020-09-22T20:22:39.772000,13,118.70.169.184,empty,1097,"iPhone12,5",aVBob25l,141807,673847
491552,2020-09-20T14:22:55.007000,13,118.70.169.184,empty,1097,"iPhone11,6",aVBob25l,225932,673847
247238,2020-09-26T10:02:47.080000,16,27.72.100.39,empty,1054,"iPhone10,6",UGh1b25nIA==,104574,24
11100958,2021-06-09T21:28:39.641000,11,27.72.100.39,empty,1054,INE-LX2r,HWINE,4170,13899
6425224,2020-09-05T16:49:18.439000,36,27.72.100.39,empty,1054,Mi MIX 2,chiron,835,893
11100368,2021-06-09T18:17:46.201000,2,27.72.100.39,empty,1054,"iPhone12,5",VHLGsMahbmcgVsOibg==,141807,2
10754435,2021-01-31T11:23:36.519000,1,27.72.100.39,.SCAN & GO.,1054,F1w,F1f,1640,1663
6708792,2020-09-20T20:25:09.061000,26,27.72.100.39,empty,1054,"iPhone9,4",R2lhbmdoaWhp,175338,2
455955,2020-07-09T14:14:05.912000,21,27.72.100.39,empty,1054,"iPhone10,5",8J+SlVRpbl9UaW7wn5KV,97526,1
1277833,2020-06-02T00:44:03.836000,131,27.72.100.39,.SCAN & GO.,1054,SM-J7109,j7xltectc,110,111
801071,2020-06-26T03:05:54.095000,80,27.72.100.39,.SCAN & GO.,1054,Redmi Note 7,lavender,18603,18607
578479,2020-06-05T17:39:11.009000,9,27.72.100.39,empty,1054,"iPhone9,4",aVBob25lIHo=,175338,6
401553,2020-09-12T17:05:41.086000,29,27.72.100.39,.SCAN & GO.,1054,A1601,A1601,15698,15703
6634788,2020-06-19T12:52:08.228000,1,27.72.100.39,empty,1054,"iPhone9,2",TGluaCB4aW5oIGfDoWk=,129245,21
1067364,2020-11-22T10:20:43.101000,40,27.72.100.39,.SCAN & GO.,1054,SM-J700H,j7e3g,2350,2348
6552485,2020-11-07T17:43:11.086000,29,27.72.100.39,empty,1054,"iPhone8,1",Qm9pQm9p,115085,3
222392,2020-10-04T18:52:15.238000,21,27.72.100.39,empty,1054,"iPhone9,3",TXIuVHVhbg==,57940,4
732734,2021-10-03T10:11:48.523000,2,27.72.100.39,empty,1054,SM-N950F,greatlte,28330,28874
1216232,2020-12-21T22:01:36.409000,3,27.72.100.39,.SCAN & GO.,1054,SM-N950F,greatlte,28330,28874
11626376,2021-10-11T12:35:51.327000,2,27.72.100.39,empty,1054,SM-A515F,a51,31100,31102
26117,2020-07-04T18:17:10.092000,2,27.72.100.39,.SCAN & GO.,1054,SM-G610F,on7xelte,58008,58181
4063102,2020-12-12T11:48:12.657000,24,27.72.100.39,empty,1054,"iPhone9,3",aVBob25l,57940,673847
10328195,2020-10-04T18:49:27.875000,8,27.72.100.39,empty,1054,"iPhone8,1",aVBob25l,115085,673847
1514253,2020-07-07T13:28:17.256000,120,27.72.100.39,empty,1054,"iPhone11,6",aVBob25l,225932,673847
790513,2021-04-21T18:36:42.007000,14,14.232.154.204,.SCAN & GO.,1009,"iPhone8,1",UEhVT05HUEhBTQ==,115085,4
11383165,2021-08-05T19:04:06.533000,19,14.232.154.204,.VM T??i Ngon Th??ng H?ng,1009,LGM-G600K,lucye,159,1627
1282336,2020-07-02T11:42:31.527000,79,14.232.154.204,.SCAN & GO.,1009,SM-J810Y,j8y18lte,10480,10500
7815393,2021-01-20T21:33:19.836000,2,14.232.154.204,empty,1009,"iPhone10,6",SXBob25lIG5n4buNYyBuZ2jDqQ==,104574,2
1046302,2020-10-11T16:32:56.232000,12,14.232.154.204,empty,1009,"iPhone10,3",RlVMTCBBQ0M0ICA5LjMuNA==,76761,39
224637,2020-06-30T21:05:21.779000,57,14.232.154.204,empty,1009,"iPhone10,2",aVBob25lIGPhu6dhIExpbmg=,69558,2206
7550574,2021-01-27T20:50:48.038000,1,14.232.154.204,.SCAN & GO.,1009,"iPhone12,1",SW10cmluZ2dn,106853,1
576299,2020-06-30T10:44:46.713000,13,14.232.154.204,empty,1009,"iPhone10,6",SG9haSBHaWFuZw==,104574,3
159458,2020-06-15T18:32:29.850000,85,14.232.154.204,.SCAN & GO.,1009,"iPhone8,2",aVBob25lIGPhu6dhIFF1ecOqbiBIw7luZw==,146970,1
1478646,2020-06-08T19:34:20.778000,38,14.232.154.204,empty,1009,"iPhone12,1",SHVvbmfigJlzIGlQaG9uZQ==,106853,272
3832126,2020-10-10T14:17:41.974000,3,14.232.154.204,.SCAN & GO.,1009,"iPhone8,1",S0RUIDguMyBBUFAgQkFTSUM=,115085,1
834074,2020-10-19T21:49:30.047000,122,14.232.154.204,empty,1009,SM-G985F,y2s,6929,6884
10958700,2021-04-20T17:03:28.380000,11,14.232.154.204,empty,1009,Redmi Note 7,lavender,18603,18607
1646513,2020-09-13T08:27:55.139000,16,14.232.154.204,empty,1009,"iPhone10,3",SHV54buBbiBOZ3V54buFbg==,76761,79
902009,2020-06-26T22:00:24.821000,9,14.232.154.204,empty,1009,"iPhone10,4",SGlldSBOZ2hpZW0=,13437,1
10567900,2020-12-07T21:57:22.542000,17,14.232.154.204,empty,1009,SM-A705F,a70q,19751,19937
3747917,2021-03-14T14:49:22.861000,1,14.232.154.204,empty,1009,"iPhone11,6",QW7igJlzIGlQaG9uZSB4c21heA==,225932,1
10298937,2020-09-27T10:45:14.229000,5,14.232.154.204,empty,1009,"iPhone8,1",SXBob25l4p2k77iP,115085,11
9745395,2020-06-12T19:29:02.161000,38,14.232.154.204,empty,1009,SM-A207F,a20s,8819,8827
375440,2020-07-04T08:55:26.823000,80,14.232.154.204,.SCAN & GO.,1009,SM-G610F,on7xelte,58008,58181
